,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
1600,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",1.99,3434,5.0,Health & Fitness,45.8,Paid,Health & Fitness,$1-3
1601,"Runtastic Squats PRO – Workouts, Trainer & Counter",1.99,1186,5.0,Health & Fitness,45.8,Paid,Health & Fitness,$1-3
1602,LEGO Batman: DC Super Heroes,4.99,7717,4.0,Games,1139.3,Paid,Games,$4-5
1603,Repost for Instagram,0.0,15185,4.5,Social Networking,46.1,Free,Entertainment,Free
1604,Daily Celebrity Crossword,0.0,181384,4.0,Games,94.1,Free,Games,Free
1605,腾讯体育-NBA全网独播,0.0,29,3.5,Sports,89.2,Free,Entertainment,Free
1606,Global Shark Tracker,0.0,336,3.0,Education,36.9,Free,Education,Free
1607,FOX NOW - Watch Full Episodes and Stream Live TV,0.0,39391,4.5,Entertainment,57.0,Free,Entertainment,Free
1608,Mutant Mudds,4.99,819,4.0,Games,37.1,Paid,Games,$4-5
1609,"All-in Fitness: 1200 Exercises, Workouts, Calorie Counter, BMI calculator by Sport.com",2.99,965,4.5,Health & Fitness,96.5,Paid,Health & Fitness,$1-3
1610,Gangstar Vegas,0.0,46705,4.5,Games,2088.8,Free,Games,Free
1611,Slender Rising,2.99,5214,4.5,Games,229.0,Paid,Games,$1-3
1612,365Scores,0.0,9879,4.5,Sports,129.2,Free,Entertainment,Free
1613,Temple Run 2,0.0,295211,4.5,Games,158.0,Free,Games,Free
1614,Partia,3.99,209,4.5,Games,38.2,Paid,Games,$3-4
1615,Beat the Boss 2,0.0,117338,4.5,Games,205.3,Free,Games,Free
1616,Afterlight,0.99,14057,4.5,Photo & Video,76.2,Paid,Photo & Video,<$1
1617,キクタンTOEIC(R) Test Score 600 ～聞いて覚える英単語～(アルク),3.99,0,0.0,Education,120.1,Paid,Education,$3-4
1618,Warhammer Quest,2.99,4965,4.5,Games,936.8,Paid,Games,$1-3
1619,Vendée Globe 2016,0.0,42,2.0,Sports,253.7,Free,Entertainment,Free
1620,Joe Danger,1.99,3748,4.5,Games,171.2,Paid,Games,$1-3
1621,百度视频HD-高清电视剧、电影在线观看神器,0.0,1987,4.0,Entertainment,105.6,Free,Entertainment,Free
1622,Fitness Point Pro,4.99,1685,4.5,Health & Fitness,68.4,Paid,Health & Fitness,$4-5
1623,Beat the Boss 2 (17+),0.99,17203,4.5,Games,205.3,Paid,Games,<$1
1624,iGun Pro HD - The Original Gun Application,0.0,22324,4.5,Games,70.0,Free,Games,Free
1625,Sky Gamblers: Storm Raiders,4.99,18822,4.5,Games,1820.1,Paid,Games,$4-5
1626,METAL SLUG 1,2.99,540,4.0,Games,59.4,Paid,Games,$1-3
1627,Asva The Monkey HD,0.99,80,4.5,Games,44.7,Paid,Games,<$1
1628,FINAL FANTASY IV,14.99,4558,4.5,Games,537.7,Paid,Games,$10-20
1629,LINE PLAY - Your Avatar World,0.0,34677,4.5,Social Networking,108.7,Free,Entertainment,Free
1630,Pou,0.0,3783,4.5,Games,41.0,Free,Games,Free
1631,Christmas Stories: Nutcracker Collector's Edition HD (Full),6.99,259,4.5,Games,611.3,Paid,Games,$5-10
1632,aerofly FS - Flight Simulator,3.99,1033,4.5,Games,2251.4,Paid,Games,$3-4
1633,Infect Them All 2 : Zombies,0.99,2630,5.0,Games,43.0,Paid,Games,<$1
1634,Injustice: Gods Among Us,0.0,612532,4.5,Games,1829.6,Free,Games,Free
1635,我想有个家,0.0,115,4.5,Games,123.4,Free,Games,Free
1636,Dr. Panda Daycare,2.99,401,4.0,Education,79.1,Paid,Education,$1-3
1637,InstaLogo Logo Creator - Graphic design maker,2.99,6263,4.5,Business,123.7,Paid,Productivity,$1-3
1638,Ingress,0.0,2739,3.5,Games,126.8,Free,Games,Free
1639,Sky Guide: View Stars Night or Day,2.99,22100,5.0,Reference,175.4,Paid,Education,$1-3
1640,"InstaSize: Photo Editor, Picture Effects & Collage",0.0,15605,4.0,Photo & Video,99.6,Free,Photo & Video,Free
1641,SpongeBob Moves In,2.99,18758,4.0,Games,634.1,Paid,Games,$1-3
1642,Minigore 2: Zombies,1.99,3164,4.5,Games,138.7,Paid,Games,$1-3
1643,Incredipede,3.99,108,3.0,Games,77.2,Paid,Games,$3-4
1644,Lumosity - Brain Training,0.0,96534,4.5,Education,215.0,Free,Education,Free
1645,Checkout 51: Grocery Coupons & Cash Back Savings,0.0,4878,4.0,Shopping,18.4,Free,Other,Free
1646,"Retrica - Selfie Camera with Filter, Sticker & GIF",0.0,11021,4.5,Photo & Video,112.7,Free,Photo & Video,Free
1647,TapeACall Pro - Call Recorder For Phone Calls,9.99,2951,4.0,Business,49.8,Paid,Productivity,$5-10
1648,Yahoo Mail - Keeps You Organized!,0.0,113709,4.0,Productivity,177.9,Free,Productivity,Free
1649,TeamSpeak 3,4.99,697,2.5,Social Networking,27.5,Paid,Entertainment,$4-5
1650,车轮查违章-2017全国车辆违章查询助手,0.0,129,4.5,Travel,69.1,Free,Other,Free
1651,Bridge Constructor Playground,1.99,1628,4.5,Games,82.5,Paid,Games,$1-3
1652,Grand Theft Auto: Vice City,4.99,20113,4.0,Games,1161.2,Paid,Games,$4-5
1653,Fish Out Of Water!,0.99,11000,4.5,Games,72.7,Paid,Games,<$1
1654,Threema,2.99,196,4.5,Social Networking,24.9,Paid,Entertainment,$1-3
1655,MyScript Calculator - Handwriting calculator,0.0,16555,4.5,Productivity,21.3,Free,Productivity,Free
1656,Wells Fargo for iPad,0.0,2207,2.5,Finance,67.9,Free,Utilities,Free
1657,SmartNews - Trending News & Stories,0.0,4645,4.0,News,26.7,Free,Entertainment,Free
1658,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",6.99,235,4.5,Health & Fitness,89.5,Paid,Health & Fitness,$5-10
1659,Followers + EA - Analytics for Instagram,0.99,482,2.5,Social Networking,19.3,Paid,Entertainment,<$1
1660,通信量チェッカー,0.0,0,0.0,Utilities,12.9,Free,Utilities,Free
1661,Blitz Brigade: Multiplayer FPS shooter online!,0.0,41266,4.5,Games,1024.4,Free,Games,Free
1662,一起捕鱼 - 欢乐街机电玩城,0.0,0,0.0,Games,110.4,Free,Games,Free
1663,Megapolis,0.0,28902,4.5,Games,136.2,Free,Games,Free
1664,The Silent Age,0.0,16852,4.5,Games,1522.4,Free,Games,Free
1665,VoiceTra(Voice Translator),0.0,0,0.0,Travel,14.5,Free,Other,Free
1666,Lep's World 3 Plus - the super best platformer games,0.99,4678,4.5,Games,71.0,Paid,Games,<$1
1667,Elmo Loves 123s,4.99,95,3.5,Games,520.4,Paid,Games,$4-5
1668,地元の掲示板「ジモティー」地元でカンタン！フリマよりもお得！,0.0,0,0.0,Shopping,108.9,Free,Other,Free
1669,Athletics: Summer Sports (Full Version),0.99,365,4.5,Games,85.1,Paid,Games,<$1
1670,WWF Together,0.0,1385,4.5,Education,1272.7,Free,Education,Free
1671,Radio - USA,0.0,109,4.0,Entertainment,56.4,Free,Entertainment,Free
1672,Cliff Diving Champ,0.99,61,4.5,Games,51.7,Paid,Games,<$1
1673,"ElfYourself by Office Depot, Inc.",0.0,12177,4.0,Entertainment,109.8,Free,Entertainment,Free
1674,今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,0.99,128,4.5,News,108.5,Paid,Entertainment,<$1
1675,TimeStamp Photo with GPS Address Location,1.99,93,2.5,Photo & Video,0.7,Paid,Photo & Video,$1-3
1676,Sonic Dash,0.0,418033,4.5,Games,186.7,Free,Games,Free
1677,"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",9.99,571,4.5,Health & Fitness,80.2,Paid,Health & Fitness,$5-10
1678,"SeatGeek – Tickets to Sports, Concerts & Broadway",0.0,6088,4.5,Entertainment,68.2,Free,Entertainment,Free
1679,Rocket Video for Google Cast and Chromecast to TV,1.99,4806,5.0,Productivity,48.5,Paid,Productivity,$1-3
1680,途家-全球公寓民宿预订平台,0.0,17,4.5,Travel,76.2,Free,Other,Free
1681,AVP: Evolution,2.99,4996,4.5,Games,875.3,Paid,Games,$1-3
1682,Deer Hunter Classic,0.0,179111,4.5,Games,185.9,Free,Games,Free
1683,零基础学音标,0.99,12,4.5,Education,319.1,Paid,Education,<$1
1684,Naughty or Nice Scan Free,0.0,729,3.5,Entertainment,18.9,Free,Entertainment,Free
1685,Garmin Connect™ Mobile,0.0,8341,3.0,Health & Fitness,285.2,Free,Health & Fitness,Free
1686,BookScanner App,1.99,160,4.0,Book,13.8,Paid,Education,$1-3
1687,中国移动手机营业厅(中国移动官方),0.0,82,2.5,Utilities,62.4,Free,Utilities,Free
1688,Cubasis 2 - Mobile Music Creation System,49.99,297,4.0,Music,1032.8,Paid,Other,$20-50
1689,买火车票Pro,4.99,14,5.0,Productivity,4.3,Paid,Productivity,$4-5
1690,ZEDGE™ Ringtones,0.0,9010,3.5,Entertainment,52.9,Free,Entertainment,Free
1691,Napster - Top Music & Radio,0.0,14268,4.0,Music,184.8,Free,Other,Free
1692,Warbits,4.99,1051,4.5,Games,185.1,Paid,Games,$4-5
1693,Google Maps - Navigation & Transit,0.0,154911,4.5,Navigation,120.2,Free,Utilities,Free
1694,Super Stickman Golf 2,0.0,46859,4.5,Games,96.9,Free,Games,Free
1695,PicTapGo,1.99,1175,4.5,Photo & Video,32.7,Paid,Photo & Video,$1-3
1696,肌年齢診断,0.0,0,0.0,Entertainment,2.1,Free,Entertainment,Free
1697,Dr. Panda Veggie Garden,2.99,124,4.0,Education,159.4,Paid,Education,$1-3
1698,QRコードリーダー for iPhone,0.0,0,0.0,Productivity,4.8,Free,Productivity,Free
1699,Ski Jumping Pro,0.99,308,4.0,Games,233.0,Paid,Games,<$1
1700,Wild Kratts Creature Power,1.99,155,3.5,Games,100.7,Paid,Games,$1-3
1701,iMaps+ for Google Maps ™ and Street View ™ : Transit and Offline Contacts,2.99,1225,4.0,Navigation,18.0,Paid,Utilities,$1-3
1702,Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,1.99,150,4.0,Games,56.9,Paid,Games,$1-3
1703,Amaziograph,0.99,181,4.0,Entertainment,21.3,Paid,Entertainment,<$1
1704,Monash University Low FODMAP Diet,7.99,159,3.5,Medical,48.4,Paid,Health & Fitness,$5-10
1705,火车票Pro for 12306,0.99,76,5.0,Travel,22.3,Paid,Other,<$1
1706,Santa Tracker Christmas Free,0.0,134,3.5,Entertainment,49.8,Free,Entertainment,Free
1707,Block Fortress,1.99,15430,4.5,Games,343.5,Paid,Games,$1-3
1708,ABCmouse.com - Early Learning Academy,0.0,18749,4.5,Education,266.7,Free,Education,Free
1709,Golf Live Extra,0.0,840,3.0,Sports,11.1,Free,Entertainment,Free
1710,Microsoft Word,0.0,47999,4.5,Productivity,334.4,Free,Productivity,Free
1711,Microsoft PowerPoint,0.0,10939,4.0,Productivity,336.8,Free,Productivity,Free
1712,Coin Party: Carnival Pusher,0.0,2057,4.5,Games,221.7,Free,Games,Free
1713,Microsoft Excel,0.0,24430,4.5,Productivity,323.4,Free,Productivity,Free
1714,ウィズダム英和・和英辞典 2,23.99,5,5.0,Reference,265.6,Paid,Education,$20-50
1715,STAR WARS™: FORCE COLLECTION,0.0,3936,4.0,Games,373.8,Free,Games,Free
1716,Smart Alarm Clock : sleep cycle & snoring recorder,0.0,3779,4.0,Health & Fitness,49.8,Free,Health & Fitness,Free
1717,丸亀製麺,0.0,0,0.0,Food & Drink,15.6,Free,Other,Free
1718,PicsArt Photo Studio: Collage Maker & Pic Editor,0.0,29078,4.5,Photo & Video,124.7,Free,Photo & Video,Free
1719,1 Second Everyday: Video Diary,4.99,2433,3.5,Photo & Video,114.9,Paid,Photo & Video,$4-5
1720,The Walking Dead: Dead Yourself,0.0,2369,4.5,Entertainment,109.9,Free,Entertainment,Free
1721,Bokeh Lens,0.99,206,4.0,Photo & Video,3.9,Paid,Photo & Video,<$1
1722,Score Darts,3.99,105,4.5,Sports,8.6,Paid,Entertainment,$3-4
1723,"ProTracker Plus Weight, Calorie & Exercise Tracker",2.99,2319,4.5,Health & Fitness,75.8,Paid,Health & Fitness,$1-3
1724,VSCO,0.0,11174,3.5,Photo & Video,98.6,Free,Photo & Video,Free
1725,Moto Madness - 3d Motor Bike Stunt Racing Game,0.99,13,3.0,Games,32.7,Paid,Games,<$1
1726,Baidu Videos,0.0,1,5.0,Entertainment,142.1,Free,Entertainment,Free
1727,"Drawing Desk - Draw, Paint, Doodle & Sketch board",0.0,11040,4.0,Productivity,116.4,Free,Productivity,Free
1728,Alpaca World HD+,0.0,1191,4.5,Games,229.5,Free,Games,Free
1729,"SportsManias: Sports Emojis, Fantasy & Team News",0.0,2431,4.5,Sports,53.6,Free,Entertainment,Free
1730,Open Food Facts,0.0,1,1.0,Food & Drink,6.7,Free,Other,Free
1731,Gym Log+ — Workout and Fitness Tracker,4.99,50,4.0,Health & Fitness,76.7,Paid,Health & Fitness,$4-5
1732,2XL Snocross,1.99,181,4.0,Games,141.5,Paid,Games,$1-3
1733,H&M,0.0,687,3.0,Shopping,27.4,Free,Other,Free
1734,"7-Eleven, Inc.",0.0,1356,2.5,Food & Drink,42.9,Free,Other,Free
1735,METAL SLUG 2,2.99,421,4.5,Games,83.7,Paid,Games,$1-3
1736,ゲオ　クーポンが貰える！ゲーム予約もできる！,0.0,0,0.0,Entertainment,34.2,Free,Entertainment,Free
1737,Plant Nanny - Water Reminder with Cute Plants,0.0,27421,4.5,Health & Fitness,74.7,Free,Health & Fitness,Free
1738,Little Inferno HD,4.99,2145,4.5,Games,121.7,Paid,Games,$4-5
1739,First Grade Learning Games (School Edition),3.99,7,3.5,Education,22.9,Paid,Education,$3-4
1740,Hardcore Dirt Bike 2,1.99,26,3.0,Games,47.2,Paid,Games,$1-3
1741,Slots Discovery,0.0,754,4.0,Games,65.4,Free,Games,Free
1742,bloxorz,0.99,56,4.0,Games,28.3,Paid,Games,<$1
1743,Musi - Unlimited Music For YouTube,0.0,25193,4.5,Music,16.7,Free,Other,Free
1744,返利-专注网购省钱的APP,0.0,97,4.0,Shopping,72.1,Free,Other,Free
1745,家园7：雪城增强版,0.99,3,3.5,Games,47.4,Paid,Games,<$1
1746,Endless Alphabet,8.99,10534,5.0,Education,76.5,Paid,Education,$5-10
1747,CARROT To-Do - Talking Task List,2.99,11322,5.0,Productivity,7.7,Paid,Productivity,$1-3
1748,Photo and Video Transfer over wifi app,2.99,307,4.5,Productivity,9.8,Paid,Productivity,$1-3
1749,BeautyCam - AR Carnie selfie,0.0,2082,5.0,Photo & Video,161.3,Free,Photo & Video,Free
1750,サクサクチェッカー 最適化  -  iChecker,0.0,0,0.0,Entertainment,33.4,Free,Entertainment,Free
1751,Vine Camera,0.0,90355,3.5,Photo & Video,51.6,Free,Photo & Video,Free
1752,Flick Champions Winter Sports,0.99,2505,4.5,Games,92.7,Paid,Games,<$1
1753,CloudApp Mobile,1.99,130,2.0,Productivity,15.0,Paid,Productivity,$1-3
1754,teamLabBody-3D Motion Human Anatomy-,24.99,1,1.0,Medical,131.3,Paid,Health & Fitness,$20-50
1755,Units Plus Converter - Convert Any Unit & Currency,3.99,525,4.5,Utilities,6.3,Paid,Utilities,$3-4
1756,Gin Rummy Pro,1.99,1941,4.5,Games,68.9,Paid,Games,$1-3
1757,Trenches II,0.99,2232,4.5,Games,256.8,Paid,Games,<$1
1758,Solitaire·,0.0,66002,4.5,Games,24.9,Free,Games,Free
1759,天猫HD,0.0,198,4.5,Shopping,213.1,Free,Other,Free
1760,仙劍奇俠傳1 DOS懷舊版,1.99,104,4.0,Games,308.1,Paid,Games,$1-3
1761,家計簿マネーフォワード-自動連携で簡単 人気の家計簿,0.0,14,5.0,Finance,186.1,Free,Utilities,Free
1762,Pearl's Peril - Hidden Object Adventures,0.0,41428,4.5,Games,278.5,Free,Games,Free
1763,Star Wars™ Pinball 5,1.99,3025,4.5,Games,90.0,Paid,Games,$1-3
1764,Bombsquad - Defuse the Bomb,4.99,96,3.0,Games,241.0,Paid,Games,$4-5
1765,4 Bilder 1 Wort,0.0,2,2.5,Games,118.5,Free,Games,Free
1766,BringGo Western Europe,0.99,0,0.0,Navigation,135.7,Paid,Utilities,<$1
1767,Baby Care & Dress Up - Love & Have Fun with Babies,0.0,5230,4.0,Games,123.8,Free,Games,Free
1768,4 Pics 1 Word,0.0,80308,4.5,Games,131.6,Free,Games,Free
1769,Marvel Pinball,0.99,2298,4.0,Games,87.4,Paid,Games,<$1
1770,Temple Run: Oz,1.99,14912,4.0,Games,218.4,Paid,Games,$1-3
1771,4 Images 1 Mot,0.0,78,4.0,Games,130.4,Free,Games,Free
1772,PhotoPills,9.99,166,4.5,Photo & Video,39.3,Paid,Photo & Video,$5-10
1773,Theory Test and Hazard Perception Pro,3.99,0,0.0,Education,552.2,Paid,Education,$3-4
1774,Nick,0.0,13237,3.5,Entertainment,38.0,Free,Entertainment,Free
1775,Despicable Me: Minion Rush,0.0,464312,4.5,Games,147.1,Free,Games,Free
1776,Worms3,4.99,4422,4.0,Games,361.8,Paid,Games,$4-5
1777,Essential Anatomy 5,19.99,2747,4.5,Medical,843.8,Paid,Health & Fitness,$10-20
1778,HabitSeed,0.99,53,4.5,Health & Fitness,15.1,Paid,Health & Fitness,<$1
1779,Speech Jammer,0.0,1205,3.0,Entertainment,35.8,Free,Entertainment,Free
1780,Real Basketball,0.0,198050,4.5,Games,70.3,Free,Games,Free
1781,Plants vs. Zombies™ 2,0.0,267394,4.5,Games,98.5,Free,Games,Free
1782,尚品网 - 全球精品高端时尚购物网站,0.0,0,0.0,Shopping,71.2,Free,Other,Free
1783,Clear Vision 2,0.99,10477,4.5,Games,34.7,Paid,Games,<$1
1784,Perfect Video - Video Editor & Movie Maker (Pro),3.99,594,4.5,Photo & Video,20.6,Paid,Photo & Video,$3-4
1785,Kingdom Rush Frontiers,1.99,6419,4.5,Games,292.7,Paid,Games,$1-3
1786,Kingdom Rush Frontiers HD,2.99,11447,5.0,Games,438.8,Paid,Games,$1-3
1787,CSR Classics,0.0,43770,4.5,Games,1080.9,Free,Games,Free
1788,Disney Junior Appisodes,0.0,6009,3.5,Entertainment,394.0,Free,Entertainment,Free
1789,Sleep Meister - Sleep Cycle Alarm,0.99,34,4.0,Health & Fitness,16.6,Paid,Health & Fitness,<$1
1790,Sleep Meister - Sleep Cycle Alarm Lite,0.0,445,4.5,Health & Fitness,23.0,Free,Health & Fitness,Free
1791,Mr. Crab,0.0,9875,4.5,Games,133.8,Free,Games,Free
1792,InstaBeauty -Camera&Photo Editor&Pic Collage Maker,0.0,4818,4.5,Photo & Video,88.9,Free,Photo & Video,Free
1793,UNiDAYS: Student Discounts for Shopping Top Brands,0.0,53,2.5,Shopping,67.6,Free,Other,Free
1794,"FanDuel - Daily Fantasy Baseball, Golf & Sports",0.0,8014,4.5,Sports,89.1,Free,Entertainment,Free
1795,Second Grade Learning Games,2.99,322,4.5,Education,20.9,Paid,Education,$1-3
1796,School of Chaos Online MMORPG,0.0,5237,4.5,Games,209.8,Free,Games,Free
1797,Minecraft: Papercraft Studio,2.99,1044,4.5,Games,82.4,Paid,Games,$1-3
1798,LGV Theory Test and Hazard Perception,9.99,0,0.0,Education,543.5,Paid,Education,$5-10
1799,Speakaboos Reading App: Stories & Songs for Kids,0.0,440,4.0,Education,76.6,Free,Education,Free
1800,银联钱包- 银行卡管家，扫码支付享优惠,0.0,9,3.5,Finance,91.3,Free,Utilities,Free
1801,Papa's Burgeria To Go!,0.99,570,4.5,Games,43.6,Paid,Games,<$1
1802,Pictoword: Fun 2 Pics Guess What's the Word Trivia,0.0,186089,5.0,Games,126.2,Free,Games,Free
1803,"SFind Premium Search for Spotify, YouTube & iTunes",2.99,411,3.0,Entertainment,8.1,Paid,Entertainment,$1-3
1804,Junk Jack,4.99,6891,4.5,Games,161.1,Paid,Games,$4-5
1805,Ridiculous Fishing - A Tale of Redemption,2.99,9095,4.5,Games,49.5,Paid,Games,$1-3
1806,Cover Orange 2: Journey,0.99,10604,4.5,Games,84.9,Paid,Games,<$1
1807,CVS,0.0,12402,4.5,Shopping,78.6,Free,Other,Free
1808,A Beautiful Mess,0.99,4251,4.0,Photo & Video,63.5,Paid,Photo & Video,<$1
1809,Smash Hit,0.0,126233,4.5,Games,97.5,Free,Games,Free
1810,Sprinkle Islands,1.99,2972,4.5,Games,48.4,Paid,Games,$1-3
1811,Racing Rivals,0.0,55548,4.0,Games,339.9,Free,Games,Free
1812,Little Inferno,2.99,418,4.0,Games,48.2,Paid,Games,$1-3
1813,Get Drunk Not Fat,0.99,19,2.5,Food & Drink,33.0,Paid,Other,<$1
1814,Photon Safe Web Browser with Flash Player for Kids,4.99,53,2.5,Education,34.9,Paid,Education,$4-5
1815,Pirate Power,0.0,2555,4.5,Games,112.1,Free,Games,Free
1816,Hunting Simulator,2.99,50,3.5,Sports,67.7,Paid,Entertainment,$1-3
1817,Iron Force,0.0,141634,5.0,Games,124.7,Free,Games,Free
1818,Facetune,3.99,7643,4.5,Photo & Video,61.2,Paid,Photo & Video,$3-4
1819,Solitaire Classic Card Game™,0.0,22079,4.5,Games,141.4,Free,Games,Free
1820,RPG AVABEL ONLINE,0.0,10514,4.5,Games,135.5,Free,Games,Free
1821,Fireman Sam - Fire & Rescue,1.99,38,3.5,Games,215.8,Paid,Games,$1-3
1822,Glow Puzzle,1.99,2374,4.5,Games,24.5,Paid,Games,$1-3
1823,"MOLDIV - Photo Editor, Collage & Beauty Camera",0.0,39501,4.5,Photo & Video,120.1,Free,Photo & Video,Free
1824,Farm Heroes Saga,0.0,187579,4.5,Games,262.4,Free,Games,Free
1825,腾讯微云HD-安全备份共享文件和照片,0.0,138,4.0,Productivity,61.1,Free,Productivity,Free
1826,IMPOSSIBLE ROAD,2.99,8249,4.0,Games,128.3,Paid,Games,$1-3
1827,X-War: Clash of Zombies,0.0,17254,5.0,Games,42.9,Free,Games,Free
1828,Cut the Rope: Time Travel,0.99,9003,5.0,Games,67.2,Paid,Games,<$1
1829,Cut the Rope: Time Travel HD,0.99,4294,4.5,Games,118.3,Paid,Games,<$1
1830,Dr. Panda Supermarket,2.99,342,4.0,Education,138.6,Paid,Education,$1-3
1831,실시간 날씨,0.0,12,3.5,Weather,5.3,Free,Utilities,Free
1832,FINAL FANTASY V,14.99,1808,4.5,Games,167.0,Paid,Games,$10-20
1833,Alarmy Pro (Sleep If U Can) - Alarm Clock,1.99,964,4.5,Lifestyle,170.9,Paid,Other,$1-3
1834,Theory Test for Car Drivers - Driving Test Success,2.99,1,1.0,Education,65.1,Paid,Education,$1-3
1835,Hazard Perception Mega Pack - Driving Test Success,2.99,0,0.0,Education,902.9,Paid,Education,$1-3
1836,Multiplayer for Minecraft PE,2.99,35109,4.0,Games,33.4,Paid,Games,$1-3
1837,Infinity Blade III,0.99,37673,4.0,Games,3013.3,Paid,Games,<$1
1838,易经全集-[有声读物],0.99,0,0.0,Reference,211.6,Paid,Education,<$1
1839,Asphalt 8: Airborne,0.0,188568,4.5,Games,1777.9,Free,Games,Free
1840,Frozen: Storybook Deluxe - Now with Frozen Fever!,4.99,903,3.5,Entertainment,1223.4,Paid,Entertainment,$4-5
1841,Duck Life,0.99,1257,4.0,Games,235.8,Paid,Games,<$1
1842,Star Wars®: Knights of the Old Republic™,9.99,8767,4.0,Games,2469.6,Paid,Games,$5-10
1843,PlayKids - Educational Cartoons and Games for Kids,0.0,2196,4.0,Education,376.7,Free,Education,Free
1844,WRAL Weather Alert,0.0,25,3.0,Weather,68.9,Free,Utilities,Free
1845,Face Swap and Copy Free – Switch & Fusion Faces in a Photo,0.0,431,4.0,Catalogs,11.4,Free,Other,Free
1846,InstaMag - Free Pic and Photo Collage Maker,0.0,16221,4.5,Photo & Video,95.4,Free,Photo & Video,Free
1847,Ghost Observer - ghost detector & spirit radar,0.0,1193,3.5,Entertainment,51.6,Free,Entertainment,Free
1848,Videoshop - Video Editor,1.99,57878,4.5,Photo & Video,140.9,Paid,Photo & Video,$1-3
1849,Redline Rush,0.99,1766,4.5,Games,53.6,Paid,Games,<$1
1850,海鮮!!すし街道,4.99,0,0.0,Games,108.2,Paid,Games,$4-5
1851,"Village Life: Love, Marriage and Babies",0.0,116620,4.5,Games,502.8,Free,Games,Free
1852,Eyes - the horror game,0.99,567,4.5,Games,103.1,Paid,Games,<$1
1853,Slow Shutter!,1.99,230,4.0,Photo & Video,2.0,Paid,Photo & Video,$1-3
1854,Hopscotch,0.0,4057,4.5,Education,117.7,Free,Education,Free
1855,楽天市場 for iPad,0.0,6,4.0,Lifestyle,13.4,Free,Other,Free
1856,Cute CUT Pro - Full Featured Video Editor,5.99,1478,4.0,Photo & Video,52.0,Paid,Photo & Video,$5-10
1857,Farm Story 2™,0.0,13142,4.0,Games,112.6,Free,Games,Free
1858,Teenage Mutant Ninja Turtles: Rooftop Run,3.99,15398,4.0,Games,149.6,Paid,Games,$3-4
1859,Covet Fashion - The Game for Dresses & Shopping,0.0,75034,4.0,Games,112.7,Free,Games,Free
1860,驾校一点通-保过版，2017最新驾考学车宝典,0.0,16,4.5,Education,102.5,Free,Education,Free
1861,"ameli, l'Assurance Maladie",0.0,8,4.0,Health & Fitness,44.6,Free,Health & Fitness,Free
