,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
1305,宝宝树孕育-火爆的备孕怀孕育儿社区,0.0,456,4.5,Health & Fitness,120.7,Free,Health & Fitness,Free
1306,Best Skins Creator Pro - for Minecraft PE & PC,1.99,4243,4.0,Utilities,36.0,Paid,Utilities,$1-3
1307,フリル(FRIL) - 満足度No.1 のフリマアプリ,0.0,7,4.0,Shopping,68.8,Free,Other,Free
1308,PopCam　Photo,0.0,160,4.0,Photo & Video,52.9,Free,Photo & Video,Free
1309,Nearpod,0.0,1057,4.0,Education,75.8,Free,Education,Free
1310,AutoRap by Smule,0.0,18202,4.0,Music,71.3,Free,Other,Free
1311,The Amazing Spider-Man,6.99,17895,4.5,Games,829.1,Paid,Games,$5-10
1312,Temple Run: Brave,1.99,27593,4.0,Games,130.1,Paid,Games,$1-3
1313,BabyScope - Prenatal Listener,4.99,875,3.0,Utilities,61.7,Paid,Utilities,$4-5
1314,realMyst,6.99,708,4.0,Games,1043.7,Paid,Games,$5-10
1315,Sun Surveyor - Sun & Moon Visualization Tool,9.99,183,5.0,Photo & Video,26.6,Paid,Photo & Video,$5-10
1316,Shogi,0.0,26,4.0,Games,17.7,Free,Games,Free
1317,Fair Food Maker Game - Make Yummy Carnival Treats,0.0,12251,4.0,Games,111.6,Free,Games,Free
1318,Potty Time with Elmo,2.99,712,3.5,Education,47.1,Paid,Education,$1-3
1319,My Mixtapez Music,0.0,26286,4.5,Music,84.9,Free,Other,Free
1320,Fuel Rewards® program,0.0,2249,4.5,Shopping,58.8,Free,Other,Free
1321,Poop Break,0.99,21,4.0,Utilities,6.5,Paid,Utilities,<$1
1322,Plague Inc.,0.99,143285,4.5,Games,95.6,Paid,Games,<$1
1323,DiveChamp,0.99,295,4.5,Games,41.8,Paid,Games,<$1
1324,Tom Loves Angela,0.99,1151,4.0,Entertainment,53.5,Paid,Entertainment,<$1
1325,Tom Loves Angela for iPad,2.99,2286,4.0,Entertainment,55.4,Paid,Entertainment,$1-3
1326,Jake's Never Land Pirate School,0.99,4337,4.0,Entertainment,303.1,Paid,Entertainment,<$1
1327,Flow Free,0.0,373857,4.5,Games,20.7,Free,Games,Free
1328,"Pixlr - Photo Collages, Effects, Overlays, Filters",0.0,2099,4.0,Photo & Video,73.9,Free,Photo & Video,Free
1329,JaxReady,0.0,22,3.5,Weather,8.4,Free,Utilities,Free
1330,Storm Shield,2.99,2516,4.5,Weather,26.5,Paid,Utilities,$1-3
1331,CamCard HD -business card scanner & reader,7.99,319,4.0,Business,80.4,Paid,Productivity,$5-10
1332,Pumped: BMX,1.99,1164,5.0,Games,38.6,Paid,Games,$1-3
1333,Sworkit - Custom Workouts for Exercise & Fitness,0.0,16819,5.0,Health & Fitness,143.2,Free,Health & Fitness,Free
1334,Fieldrunners 2,2.99,14214,5.0,Games,89.1,Paid,Games,$1-3
1335,Photo Editor by Aviary,0.0,39501,4.5,Photo & Video,36.3,Free,Photo & Video,Free
1336,"Hurricane Tracker WESH 2 Orlando, Central Florida",0.0,203,4.0,Weather,30.0,Free,Utilities,Free
1337,Bluebeam Revu,9.99,210,3.0,Productivity,150.1,Paid,Productivity,$5-10
1338,ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,0.0,48,4.5,Navigation,103.1,Free,Utilities,Free
1339,Where's My Perry?,2.99,24314,4.5,Games,126.4,Paid,Games,$1-3
1340,"Seeds Pro For Minecraft - Server, Skins, Community",1.99,12770,4.5,Games,29.3,Paid,Games,$1-3
1341,今日头条 - 热点新闻资讯、娱乐视频,0.0,428,4.5,News,108.2,Free,Entertainment,Free
1342,Granny Smith,1.99,8568,4.5,Games,68.3,Paid,Games,$1-3
1343,Lep's World 2 Plus - super best platformer games,0.99,8404,4.5,Games,66.8,Paid,Games,<$1
1344,Lyft,0.0,46922,4.5,Travel,158.0,Free,Other,Free
1345,SnoreLab : Record Your Snoring,0.0,1341,4.5,Medical,56.8,Free,Health & Fitness,Free
1346,Clash of Clans,0.0,2130805,4.5,Games,116.5,Free,Games,Free
1347,Frax HD - The First Realtime Immersive Fractals,1.99,298,5.0,Entertainment,94.0,Paid,Entertainment,$1-3
1348,Zombie Tsunami,0.0,31311,4.5,Games,115.9,Free,Games,Free
1349,The Wonder Weeks,1.99,397,2.5,Health & Fitness,28.7,Paid,Health & Fitness,$1-3
1350,"Disney Channel – Watch Full Episodes, Movies & TV",0.0,21082,3.5,Entertainment,132.0,Free,Entertainment,Free
1351,"Disney Junior – Watch Full Episodes, Movies & TV",0.0,8077,3.0,Entertainment,113.9,Free,Entertainment,Free
1352,"Disney XD – Watch Full Episodes, Movies & Live TV",0.0,5703,3.5,Entertainment,109.0,Free,Entertainment,Free
1353,METAL SLUG 3,2.99,2798,3.5,Games,151.6,Paid,Games,$1-3
1354,CBS Full Episodes and Live TV,0.0,39436,2.5,Entertainment,93.2,Free,Entertainment,Free
1355,东方财富网领先版-财经资讯&股票开户,0.99,0,0.0,Finance,133.6,Paid,Utilities,<$1
1356,Dungeon Village,4.99,1000,4.5,Games,187.5,Paid,Games,$4-5
1357,Wish - Shopping Made Fun,0.0,141960,4.5,Shopping,48.4,Free,Other,Free
1358,"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",2.99,59,3.5,Education,54.2,Paid,Education,$1-3
1359,LiveCollage Pro-Photo Collage Maker&Photo Editor,1.99,12319,4.5,Photo & Video,88.0,Paid,Photo & Video,$1-3
1360,Photo Collage Maker & Photo Editor - Live Collage,0.0,93781,4.5,Photo & Video,94.3,Free,Photo & Video,Free
1361,Trigger Fist,0.0,69624,4.5,Games,144.2,Free,Games,Free
1362,Talking Ginger for iPad,0.0,20065,4.5,Entertainment,79.7,Free,Entertainment,Free
1363,same - 就是聊得来,0.0,78,4.0,Social Networking,123.2,Free,Entertainment,Free
1364,Deck Pass Plus,1.99,350,3.5,Sports,10.2,Paid,Entertainment,$1-3
1365,Tone Sphere,1.99,360,4.5,Games,411.2,Paid,Games,$1-3
1366,Dragon Island Blue,0.99,9119,5.0,Games,53.8,Paid,Games,<$1
1367,Organ Trail: Director's Cut,2.99,3389,4.5,Games,245.4,Paid,Games,$1-3
1368,cute icon&wallpaper dressup - CocoPPa,0.0,12508,4.0,Lifestyle,65.8,Free,Other,Free
1369,DEAD TRIGGER,0.0,78918,4.5,Games,301.2,Free,Games,Free
1370,MY LITTLE PONY: Magic Princess Quests,0.0,65201,4.5,Games,107.0,Free,Games,Free
1371,Fragment's Note,3.99,1,5.0,Games,714.8,Paid,Games,$3-4
1372,Bad Piggies,0.0,26259,4.5,Games,260.1,Free,Games,Free
1373,Odysseus: Long Way Home HD (Full),4.99,39,4.0,Games,281.7,Paid,Games,$4-5
1374,KODAK Kiosk Connect App,0.0,3711,4.5,Photo & Video,21.4,Free,Photo & Video,Free
1375,Modern Essentials,6.99,112,3.5,Health & Fitness,53.8,Paid,Health & Fitness,$5-10
1376,Snail Bob,0.99,9453,4.5,Games,210.2,Paid,Games,<$1
1377,InstaBoard  for Instagram - photos & videos repost,0.0,1571,3.5,Photo & Video,53.2,Free,Photo & Video,Free
1378,Topia World Builder,1.99,1775,3.5,Games,59.1,Paid,Games,$1-3
1379,Bubble Mania™,0.0,122081,4.5,Games,189.2,Free,Games,Free
1380,Dr. Panda Hospital,2.99,372,4.0,Education,417.7,Paid,Education,$1-3
1381,Tapage by My Little App,0.0,41,4.5,Lifestyle,54.3,Free,Other,Free
1382,UFC ®,0.0,809,2.5,Sports,45.8,Free,Entertainment,Free
1383,Rhonna Collage,1.99,239,4.0,Photo & Video,124.0,Paid,Photo & Video,$1-3
1384,Upward Basketball Coach,0.99,138,3.5,Sports,36.9,Paid,Entertainment,<$1
1385,Celebrity Look Alike App - Face Compare,0.0,403,2.5,Entertainment,49.3,Free,Entertainment,Free
1386,BADLAND,2.99,21325,4.5,Games,222.4,Paid,Games,$1-3
1387,Certified Mixtapes - Hip Hop Albums & Mixtapes,0.0,9975,4.5,Music,41.1,Free,Other,Free
1388,Hungry Shark Evolution,0.0,83784,4.5,Games,320.5,Free,Games,Free
1389,Into the Dead,0.0,32492,4.5,Games,171.8,Free,Games,Free
1390,Fitstar Personal Trainer,0.0,7496,4.5,Health & Fitness,50.0,Free,Health & Fitness,Free
1391,"Oje, ich wachse!",1.99,0,0.0,Health & Fitness,26.2,Paid,Health & Fitness,$1-3
1392,书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,0.99,14,5.0,Book,52.1,Paid,Education,<$1
1393,"Over— Edit Photos, Add Text & Captions to Pictures",0.0,16221,4.5,Photo & Video,109.3,Free,Photo & Video,Free
1394,Google Chrome – The Fast and Secure Web Browser,0.0,55750,3.5,Utilities,95.4,Free,Utilities,Free
1395,Tentacles: Enter the Dolphin,2.99,1678,4.5,Games,580.8,Paid,Games,$1-3
1396,Full Fitness : Exercise Workout Trainer,2.99,7573,4.5,Health & Fitness,104.8,Paid,Health & Fitness,$1-3
1397,Trainz Driver - train driving game and realistic railroad simulator,2.99,2228,4.0,Games,384.4,Paid,Games,$1-3
1398,Toddler Counting 123,0.99,121,4.0,Education,60.9,Paid,Education,<$1
1399,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,2.99,2079,4.5,Photo & Video,22.6,Paid,Photo & Video,$1-3
1400,UNO ™ & Friends,0.0,68911,4.0,Games,131.5,Free,Games,Free
1401,Raiden Legacy,4.99,443,4.5,Games,177.6,Paid,Games,$4-5
1402,BrainHQ - Brain Training,0.0,684,4.0,Education,72.7,Free,Education,Free
1403,Block Earth,4.99,2089,4.0,Games,85.5,Paid,Games,$4-5
1404,Bastion,4.99,14247,4.5,Games,1281.1,Paid,Games,$4-5
1405,Rayman Jungle Run,2.99,25517,4.5,Games,78.7,Paid,Games,$1-3
1406,TEDICT - Learn English with TED Video,2.99,77,4.5,Education,6.4,Paid,Education,$1-3
1407,Big Fish Casino – Best Vegas Slot Machines & Games,0.0,113959,4.5,Games,108.1,Free,Games,Free
1408,暴风影音-BaoFeng Player,0.0,287,4.5,Entertainment,83.5,Free,Entertainment,Free
1409,SpellingCity,0.0,1566,3.5,Education,109.5,Free,Education,Free
1410,どうぶつしょうぎ(公式),0.99,1,4.0,Games,33.8,Paid,Games,<$1
1411,"We Heart It - Fashion, wallpapers, quotes, tattoos",0.0,90414,5.0,Social Networking,80.0,Free,Entertainment,Free
1412,IronMobile - Ironman Athlete Tracker,0.99,126,3.0,Sports,5.1,Paid,Entertainment,<$1
1413,Been Together,0.99,20,4.5,Lifestyle,50.4,Paid,Other,<$1
1414,Hurricane Impact by HurricaneTrack.com,2.99,60,3.5,Weather,7.5,Paid,Utilities,$1-3
1415,Voice Translate Pro,3.99,1158,4.5,Business,20.6,Paid,Productivity,$3-4
1416,Castle Raid,0.99,1087,4.5,Games,47.1,Paid,Games,<$1
1417,Need for Speed™ Most Wanted,4.99,7315,4.0,Games,2023.3,Paid,Games,$4-5
1418,Tiny Wings HD,2.99,12181,4.5,Games,28.7,Paid,Games,$1-3
1419,Robot Unicorn Attack 2,0.0,21432,4.5,Games,106.9,Free,Games,Free
1420,Presidential Election & Electoral College Maps,2.99,222,3.5,News,32.7,Paid,Entertainment,$1-3
1421,The Secret Society® - Hidden Mystery,0.0,168674,4.0,Games,1433.9,Free,Games,Free
1422,Space Agency,1.99,1565,4.5,Games,35.0,Paid,Games,$1-3
1423,NBC Sports,0.0,47172,2.5,Sports,129.4,Free,Entertainment,Free
1424,征戦エクスカリバー,0.0,8,3.5,Games,89.9,Free,Games,Free
1425,Unfilth Your Habitat,0.99,321,4.5,Productivity,12.3,Paid,Productivity,<$1
1426,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,4.99,1155,4.0,Travel,87.6,Paid,Other,$4-5
1427,Word Search Colorful,0.0,7131,4.0,Games,19.6,Free,Games,Free
1428,Wireless Transfer App:Sync backup photo and video,2.99,1810,4.5,Photo & Video,36.0,Paid,Photo & Video,$1-3
1429,8 Ball Pool™,0.0,416736,4.5,Games,86.8,Free,Games,Free
1430,Photo Grid - photo collage maker & photo editor,0.0,40531,4.5,Photo & Video,112.1,Free,Photo & Video,Free
1431,ownCloud,0.99,249,3.0,Productivity,34.7,Paid,Productivity,<$1
1432,大盛グルメ食堂,4.99,0,0.0,Games,109.5,Paid,Games,$4-5
1433,"YouTube - Watch Videos, Music, and Live Streams",0.0,278166,2.5,Photo & Video,124.7,Free,Photo & Video,Free
1434,TimeTraks,0.99,68,2.0,Entertainment,0.7,Paid,Entertainment,<$1
1435,"Shopular Coupons, Weekly Deals for Target, Walmart",0.0,22729,5.0,Shopping,52.6,Free,Other,Free
1436,Magellan,2.99,313,4.5,Music,44.9,Paid,Other,$1-3
1437,Real Metronome Pro,1.99,95,4.0,Music,56.1,Paid,Other,$1-3
1438,McGraw-Hill K-12 ConnectED Mobile,0.0,594,2.5,Education,26.2,Free,Education,Free
1439,The World Ends with You: Solo Remix,17.99,2760,4.5,Games,2664.2,Paid,Games,$10-20
1440,Bad Piggies HD,0.0,19018,4.5,Games,260.0,Free,Games,Free
1441,Amazon Prime Video,0.0,43667,4.0,Entertainment,69.4,Free,Entertainment,Free
1442,Camera360 Concept - HelloCamera,0.99,1335,4.5,Photo & Video,45.2,Paid,Photo & Video,<$1
1443,Hurricane by American Red Cross,0.0,1158,4.0,Weather,54.7,Free,Utilities,Free
1444,Finding Nemo Storybook Deluxe,2.99,117,4.0,Book,1131.3,Paid,Education,$1-3
1445,Weather & Radar,0.0,37,4.0,Weather,94.4,Free,Utilities,Free
1446,キクタン  【Basic】  4000 ～聞いて覚える英単語～(アルク),3.99,0,0.0,Education,113.0,Paid,Education,$3-4
1447,キクタン 【Advanced】 6000 ～聞いて覚える英単語～(アルク),3.99,0,0.0,Education,114.6,Paid,Education,$3-4
1448,キクタン 【Super】 12000 ～聞いて覚える英単語～(アルク),3.99,0,0.0,Education,113.6,Paid,Education,$3-4
1449,PetWorld 3D: My Animal Rescue Premium,5.99,1815,4.0,Games,177.9,Paid,Games,$5-10
1450,"Quizlet: Study Flashcards, Languages & Vocabulary",0.0,16683,4.5,Education,95.4,Free,Education,Free
1451,Can Knockdown 3,1.99,1135,4.5,Games,151.5,Paid,Games,$1-3
1452,Super Why! ABC Adventures,3.99,242,3.0,Education,147.8,Paid,Education,$3-4
1453,Photo Editor-,0.0,9095,4.5,Photo & Video,46.7,Free,Photo & Video,Free
1454,Bingo!™,0.0,56852,4.5,Games,236.9,Free,Games,Free
1455,Blendamaze,2.99,1504,4.5,Games,53.7,Paid,Games,$1-3
1456,DMBX 2 - Mountain Bike and BMX,1.99,42,4.0,Games,165.7,Paid,Games,$1-3
1457,Traffic Racer,0.0,22458,4.5,Games,132.2,Free,Games,Free
1458,"Karaoke - Sing Karaoke, Unlimited Songs!",0.0,28606,4.5,Music,95.7,Free,Other,Free
1459,百度网盘,0.0,2434,4.5,Productivity,114.6,Free,Productivity,Free
1460,Bingo Pop,0.0,18971,4.0,Games,275.0,Free,Games,Free
1461,Infectonator,0.99,3069,4.5,Games,25.9,Paid,Games,<$1
1462,Tinder,0.0,143040,3.5,Lifestyle,126.7,Free,Other,Free
1463,ZARA,0.0,2731,4.5,Shopping,61.3,Free,Other,Free
1464,万年历-农历黄历日历天气,0.0,0,0.0,Utilities,111.1,Free,Utilities,Free
1465,Slayin,0.99,45574,4.5,Games,23.0,Paid,Games,<$1
1466,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",4.99,382,3.5,Education,69.9,Paid,Education,$4-5
1467,Stick Texting Emoji Emoticons Killer,1.99,321,3.0,Utilities,90.0,Paid,Utilities,$1-3
1468,Super Hexagon,2.99,10748,4.5,Games,33.2,Paid,Games,$1-3
1469,ヨドバシ,0.0,0,0.0,Shopping,19.2,Free,Other,Free
1470,True Skate,1.99,11065,4.0,Games,66.7,Paid,Games,$1-3
1471,平安金管家 — 值得信赖的移动金融生活管家,0.0,5,2.5,Finance,131.8,Free,Utilities,Free
1472,I see! Math1,4.99,0,0.0,Education,96.7,Paid,Education,$4-5
1473,Cafeteria Nipponica,4.99,274,4.5,Games,186.9,Paid,Games,$4-5
1474,STARZ,0.0,8971,3.5,Entertainment,110.1,Free,Entertainment,Free
1475,Pac-12 Now,0.0,1221,3.0,Sports,71.5,Free,Entertainment,Free
1476,Camera+ for iPad,4.99,641,3.5,Photo & Video,62.7,Paid,Photo & Video,$4-5
1477,Word Chums,3.99,11536,5.0,Games,90.5,Paid,Games,$3-4
1478,Dr. Panda's Restaurant,1.99,370,4.0,Games,125.1,Paid,Games,$1-3
1480,Jumping Horses Champions,0.99,835,4.5,Games,41.2,Paid,Games,<$1
1481,スシロー,0.0,0,0.0,Food & Drink,32.1,Free,Other,Free
1482,WWE,0.0,7553,4.0,Entertainment,88.2,Free,Entertainment,Free
1483,Starfall Learn to Read,0.0,474,4.0,Education,107.5,Free,Education,Free
1484,The Room,0.99,143908,5.0,Games,338.3,Paid,Games,<$1
1485,Followers - Social Analytics For Instagram,0.0,112778,4.5,Social Networking,59.2,Free,Entertainment,Free
1486,Stock Market HD: Real Time Stocks Tracker + Forex,2.99,1275,3.5,Finance,77.5,Paid,Utilities,$1-3
1487,"It's The Great Pumpkin, Charlie Brown",5.99,632,4.0,Book,141.4,Paid,Education,$5-10
1488,ClassDojo,0.0,35440,4.5,Education,80.2,Free,Education,Free
1489,NASCAR MOBILE,0.0,16385,4.0,Sports,70.0,Free,Entertainment,Free
1490,Daniel Tiger’s Neighborhood: Play at Home with Daniel,2.99,930,3.5,Education,58.7,Paid,Education,$1-3
1491,百度地图HD,0.0,771,4.5,Navigation,107.5,Free,Utilities,Free
1492,Cymera - Photo & Beauty Editor & Collage,0.0,523,3.0,Photo & Video,123.2,Free,Photo & Video,Free
1493,Candy Crush Saga,0.0,961794,4.5,Games,222.8,Free,Games,Free
1494,Ugly,0.0,224,4.0,Entertainment,47.8,Free,Entertainment,Free
1495,Crazy Taxi,0.0,8573,4.0,Games,277.3,Free,Games,Free
1496,Touch Camera - Fast Recording and Burst,1.99,36,1.0,Photo & Video,5.1,Paid,Photo & Video,$1-3
1497,Jメール 出会える人気の匿名SNS出会い系アプリ,0.0,11,3.5,Social Networking,27.8,Free,Entertainment,Free
1498,SMART Notebook for iPad,5.99,301,2.5,Education,97.4,Paid,Education,$5-10
1499,The Tiny Bang Story,1.99,143,3.0,Games,189.6,Paid,Games,$1-3
1500,滴滴出行,0.0,1103,4.0,Travel,108.7,Free,Other,Free
1501,Campaign Manager - A Presidential Election Simulation Game,2.99,116,4.0,Games,7.1,Paid,Games,$1-3
1502,Vector HD,0.99,1291,4.5,Games,137.8,Paid,Games,<$1
1503,百度网盘 HD,0.0,869,4.0,Productivity,50.1,Free,Productivity,Free
1504,Talking Angela for iPad,0.0,32763,3.5,Entertainment,76.8,Free,Entertainment,Free
1505,Earn to Die,0.99,6977,4.5,Games,56.4,Paid,Games,<$1
1506,Earn to Die HD,2.99,2028,4.5,Games,49.8,Paid,Games,$1-3
1507,Baby Rattle with Child Lock,1.99,441,4.5,Games,22.4,Paid,Games,$1-3
1508,Clue Solver - for Clue or Cluedo board games,0.99,185,1.5,Games,78.0,Paid,Games,<$1
1509,ESPN Fantasy Football Baseball Basketball Hockey,0.0,64925,4.0,Sports,25.2,Free,Entertainment,Free
1510,TransParent Compass,0.0,0,0.0,Utilities,35.4,Free,Utilities,Free
1511,去哪儿攻略—查游记旅游攻略，订机票酒店,0.0,25,4.0,Travel,57.1,Free,Other,Free
1512,Draw a Stickman: EPIC,1.99,413,4.5,Games,72.4,Paid,Games,$1-3
1513,Year Walk,3.99,1951,4.5,Games,213.8,Paid,Games,$3-4
1514,Angry Birds Friends,0.0,23655,4.0,Games,190.4,Free,Games,Free
1515,Kirkland's Spin to Win,0.0,177,3.0,Shopping,10.0,Free,Other,Free
1516,Real Racing 3,0.0,164483,4.5,Games,874.2,Free,Games,Free
1517,Pacific Fleet,5.99,806,4.0,Games,92.3,Paid,Games,$5-10
1518,Toca Tailor,2.99,4059,4.5,Education,57.7,Paid,Education,$1-3
1519,"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",4.99,5611,5.0,Business,57.8,Paid,Productivity,$4-5
1520,Draw a Stickman: EPIC HD,2.99,895,4.5,Games,113.6,Paid,Games,$1-3
1521,TNNS,1.99,65,4.5,Games,42.8,Paid,Games,$1-3
1522,MetaMoJi Note - note taking and PDF annotation app,7.99,493,4.0,Productivity,103.7,Paid,Productivity,$5-10
1523,HelloTalk Language Exchange Learning App,0.0,1619,4.0,Education,167.1,Free,Education,Free
1524,Angry Birds Star Wars,0.0,34138,4.5,Games,177.3,Free,Games,Free
1525,Angry Birds Star Wars HD,0.0,22674,4.5,Games,212.2,Free,Games,Free
1526,Shpock Boot Sale & Classifieds App. Buy & Sell,0.0,212,4.0,Shopping,82.9,Free,Other,Free
1527,Total - Free browser with file manager and cloud storage support,0.0,4231,4.5,Entertainment,75.9,Free,Entertainment,Free
1528,"Network Analyzer - wifi scanner, speed test, tools",3.99,2840,4.5,Utilities,12.5,Paid,Utilities,$3-4
1529,"Inkly: Greeting Cards, Postcards, Flowers & Gifts",0.0,1034,4.5,Shopping,139.9,Free,Other,Free
1530,Dashy Crashy,0.0,3979,4.5,Games,166.3,Free,Games,Free
1531,CUBE SNAP,0.99,1133,4.5,Games,85.4,Paid,Games,<$1
1532,File Manager Pro App,4.99,2154,4.5,Business,14.4,Paid,Productivity,$4-5
1533,Modern Combat 4: Zero Hour,6.99,12916,4.0,Games,2169.6,Paid,Games,$5-10
1534,InsTrack for Instagram - Analytics Plus More,0.0,85535,4.5,Social Networking,14.2,Free,Entertainment,Free
1535,Weblock - AdBlock for apps and websites,1.99,1880,3.5,Utilities,37.9,Paid,Utilities,$1-3
1536,"Ibotta: Cash Back App, Grocery Coupons & Shopping",0.0,44313,4.5,Shopping,192.8,Free,Other,Free
1537,Lumps of Clay,0.99,0,0.0,Games,90.8,Paid,Games,<$1
1538,直播吧(官方版)-体育从这里开始,0.0,13,5.0,Sports,63.3,Free,Entertainment,Free
1539,Mini Golf Stars! Retro Golf Game,0.0,9411,4.5,Games,225.0,Free,Games,Free
1540,"Concepts - Sketch, Design, Illustrate",0.0,3101,4.5,Productivity,130.5,Free,Productivity,Free
1541,Lili™,0.99,2701,4.0,Games,797.8,Paid,Games,<$1
1542,Capture - Control Your GoPro Camera - Share Video,0.0,6542,3.0,Photo & Video,94.8,Free,Photo & Video,Free
1543,Clumsy Ninja,0.0,123032,4.5,Games,255.4,Free,Games,Free
1544,Agricola,6.99,1107,4.0,Games,349.3,Paid,Games,$5-10
1545,T-Mobile,0.0,19977,4.0,Productivity,65.6,Free,Productivity,Free
1546,Peatix -Discover events & communities in your city,0.0,10,3.0,Entertainment,84.1,Free,Entertainment,Free
1547,Dragon City Mobile,0.0,277268,4.5,Games,123.6,Free,Games,Free
1548,高德地图HD,0.0,26,3.5,Navigation,36.2,Free,Utilities,Free
1549,ライブチャット、ビデオチャット通話が楽しめる！ ライブでゴーゴー,0.0,0,0.0,Social Networking,32.2,Free,Entertainment,Free
1550,Devil's Attorney,2.99,1474,4.5,Games,321.4,Paid,Games,$1-3
1551,Vector for iPhone,0.99,4432,4.5,Games,137.8,Paid,Games,<$1
1552,NFL HUDDLE: Football Card Trader,0.0,2896,4.0,Sports,228.4,Free,Entertainment,Free
1553,GeniusMovieWords,9.99,0,0.0,Education,47.7,Paid,Education,$5-10
1554,UBiO,4.99,8,4.5,Music,26.9,Paid,Other,$4-5
1555,Minecraft: Skin Studio,3.99,4006,4.0,Games,46.2,Paid,Games,$3-4
1556,Bloons TD 5,2.99,42078,4.5,Games,113.0,Paid,Games,$1-3
1557,minne - shopping handmade item,0.0,8,5.0,Shopping,80.1,Free,Other,Free
1558,MarineTraffic - Ship Tracking,4.99,1782,4.5,Travel,45.1,Paid,Other,$4-5
1559,Stone Age: The Board Game,6.99,850,4.5,Games,137.4,Paid,Games,$5-10
1560,Hill Climb Racing,0.0,108183,4.5,Games,108.3,Free,Games,Free
1561,51信用卡管家,0.0,47,4.0,Finance,69.0,Free,Utilities,Free
1562,51信用卡管家Pro,0.99,23,3.5,Finance,69.0,Paid,Utilities,<$1
1563,铁路12306,0.0,177,2.0,Travel,29.0,Free,Other,Free
1564,Urlaubspiraten,0.0,188,5.0,Travel,22.6,Free,Other,Free
1565,Backflip Madness,0.99,11687,4.5,Games,17.4,Paid,Games,<$1
1566,Fit Brains Trainer,0.0,46363,4.5,Education,188.9,Free,Education,Free
1567,Ticket Scanner for Powerball & MegaMillions Pool,0.0,581,3.5,News,85.0,Free,Entertainment,Free
1568,百度HD-极速安全浏览器,0.0,1033,4.0,Utilities,167.6,Free,Utilities,Free
1569,Good homes style-pro,0.99,0,0.0,Lifestyle,6.4,Paid,Other,<$1
1570,Monkey Word School Adventure,1.99,191,4.0,Education,296.4,Paid,Education,$1-3
1571,Bloons TD 5 HD,2.99,28341,4.5,Games,217.5,Paid,Games,$1-3
1572,Followers + for Instagram - Follower Analytics,0.0,28633,4.0,Social Networking,18.0,Free,Entertainment,Free
1573,Colin McRae Rally,2.99,504,3.5,Games,822.4,Paid,Games,$1-3
1574,Mutant Fridge Mayhem - Gumball,2.99,3090,4.5,Games,93.7,Paid,Games,$1-3
1575,KATWARN,0.0,0,0.0,News,5.4,Free,Entertainment,Free
1576,iUniform ASU - Builds Your Army Service Uniform,3.99,132,3.5,Utilities,37.1,Paid,Utilities,$3-4
1577,We Maps,6.99,35,4.5,Travel,38.6,Paid,Other,$5-10
1578,Rainy Mood - Rain Sounds for Sleep & Study,2.99,333,4.5,Health & Fitness,91.9,Paid,Health & Fitness,$1-3
1579,淘票票 - 原淘宝电影，选座购票必备,0.0,29,3.5,Entertainment,98.6,Free,Entertainment,Free
1580,e-Sword HD: Bible Study Made Easy,4.99,7309,5.0,Reference,20.6,Paid,Education,$4-5
1581,Vampify - Turn yourself into a Vampire,0.99,278,4.5,Entertainment,102.2,Paid,Entertainment,<$1
1582,French Tarot,4.99,33,4.5,Games,41.3,Paid,Games,$4-5
1583,Bubble Guppies: Animal School Day HD,4.99,1207,3.5,Education,827.0,Paid,Education,$4-5
1584,Bubble Guppies: Animal School Day,2.99,130,4.0,Education,829.3,Paid,Education,$1-3
1585,Mickey Mouse Clubhouse: Mickey's Wildlife Count Along,2.99,743,3.5,Entertainment,971.8,Paid,Entertainment,$1-3
1586,MY EE,0.0,43,2.5,Utilities,23.9,Free,Utilities,Free
1587,Sonic Jump™,2.99,8661,4.5,Games,104.7,Paid,Games,$1-3
1588,Yoga Studio,4.99,28439,5.0,Health & Fitness,162.4,Paid,Health & Fitness,$4-5
1589,"sugar, sugar",0.99,139,4.5,Games,25.7,Paid,Games,<$1
1590,Watch NFL Network,0.0,1110,2.0,Sports,73.1,Free,Entertainment,Free
1591,SySight,0.99,0,0.0,Utilities,1.2,Paid,Utilities,<$1
1592,Frax - The First Realtime Immersive Fractals,0.99,245,4.5,Entertainment,99.2,Paid,Entertainment,<$1
1593,ReindeerCam,1.99,3379,4.5,Entertainment,47.5,Paid,Entertainment,$1-3
1594,Timehop,0.0,49510,3.5,Social Networking,67.4,Free,Entertainment,Free
1595,Pudding Monsters,0.99,10703,4.5,Games,35.1,Paid,Games,<$1
1596,Toca Hair Salon 2,2.99,23349,4.5,Education,99.8,Paid,Education,$1-3
1597,"Duolingo - Learn Spanish, French and more",0.0,162701,4.5,Education,89.8,Free,Education,Free
1598,Printicular Print Photos - 1 Hour Pickup,0.0,3909,5.0,Photo & Video,54.0,Free,Photo & Video,Free
1599,楽天カード,0.0,11,5.0,Finance,81.7,Free,Utilities,Free
